valid_time,t2m,d2m,ws,wd_deg,prec,rh,vis,vis_text,wd_web,wd,wv,wx,wx_web,loc,local_time
2022-08-05 03:00:00,28.4,22.7,10.2,167.4,0.4,71,31.2,>10,5,S,1,CLEAR,1,loc2,2022-08-05 11:00:00
2022-08-05 06:00:00,28.7,22.0,11.8,164.6,0.0,67,40.6,>10,5,S,1,CLEAR,1,loc2,2022-08-05 14:00:00
2022-08-05 09:00:00,27.5,22.4,9.9,167.2,0.0,74,26.4,>10,5,S,1,CLEAR,1,loc2,2022-08-05 17:00:00
2022-08-05 12:00:00,23.8,23.4,5.0,223.9,0.0,98,1.3,<5,6,SW,BR,BR,3,loc2,2022-08-05 20:00:00
2022-08-05 15:00:00,23.2,23.2,6.8,264.3,0.0,100,0.0,<1,7,W,1,CLEAR,1,loc2,2022-08-05 23:00:00
2022-08-05 18:00:00,22.5,22.5,6.0,265.4,0.0,100,0.0,<1,7,W,1,CLEAR,1,loc2,2022-08-06 02:00:00
2022-08-05 21:00:00,21.7,21.7,4.1,279.5,0.0,100,0.0,<1,7,W,FG,FG,4,loc2,2022-08-06 05:00:00
2022-08-06 00:00:00,24.8,22.9,4.7,246.6,0.1,89,7.2,<10,6,SW,1,CLEAR,1,loc2,2022-08-06 08:00:00
2022-08-06 03:00:00,28.4,22.4,9.5,176.2,0.0,70,34.6,>10,5,S,1,CLEAR,1,loc2,2022-08-06 11:00:00
2022-08-06 06:00:00,29.3,22.1,11.1,169.4,0.0,65,46.1,>10,5,S,1,CLEAR,1,loc2,2022-08-06 14:00:00
2022-08-06 09:00:00,27.1,22.2,6.9,166.6,0.0,75,24.7,>10,5,S,1,CLEAR,1,loc2,2022-08-06 17:00:00
2022-08-06 12:00:00,23.4,21.9,5.3,220.5,0.0,91,5.5,<7,6,SW,1,CLEAR,1,loc2,2022-08-06 20:00:00
2022-08-06 15:00:00,22.0,22.0,2.7,290.1,0.0,100,0.0,<1,7,W,1,CLEAR,1,loc2,2022-08-06 23:00:00
2022-08-06 18:00:00,20.8,20.8,4.5,306.0,0.0,100,0.0,<1,8,NW,1,CLEAR,1,loc2,2022-08-07 02:00:00
2022-08-06 21:00:00,21.5,21.5,3.4,312.2,0.0,100,0.0,<1,8,NW,1,CLEAR,1,loc2,2022-08-07 05:00:00
2022-08-07 00:00:00,24.6,22.9,1.6,326.6,0.0,90,6.4,<7,8,NW,1,CLEAR,1,loc2,2022-08-07 08:00:00
2022-08-07 03:00:00,28.9,22.7,8.8,149.7,0.0,69,36.8,>10,4,SE,1,CLEAR,1,loc2,2022-08-07 11:00:00
2022-08-07 06:00:00,29.6,22.7,11.6,150.2,0.0,67,42.4,>10,4,SE,1,CLEAR,1,loc2,2022-08-07 14:00:00
2022-08-07 09:00:00,27.4,22.7,9.0,150.6,0.0,76,23.4,>10,4,SE,1,CLEAR,1,loc2,2022-08-07 17:00:00
2022-08-07 12:00:00,24.5,22.5,6.0,202.2,0.0,89,7.6,<10,5,S,1,CLEAR,1,loc2,2022-08-07 20:00:00
2022-08-07 15:00:00,24.0,22.6,4.7,44.4,0.0,92,5.1,<7,2,NE,1,CLEAR,1,loc2,2022-08-07 23:00:00
2022-08-07 18:00:00,23.1,22.2,6.5,62.2,0.0,95,2.9,<5,2,NE,1,CLEAR,1,loc2,2022-08-08 02:00:00
2022-08-07 21:00:00,23.0,22.9,1.6,329.4,0.0,99,0.4,<1,8,NW,FG,FG,4,loc2,2022-08-08 05:00:00
2022-08-08 00:00:00,25.6,23.2,3.2,323.9,0.7,87,9.3,<10,8,NW,1,CLEAR,1,loc2,2022-08-08 08:00:00
2022-08-08 06:00:00,27.8,23.6,9.5,147.3,8.7,78,19.8,>10,4,SE,1,HS,6,loc2,2022-08-08 14:00:00
2022-08-08 12:00:00,23.6,23.6,1.9,63.3,0.1,100,0.0,<1,2,NE,1,CLEAR,1,loc2,2022-08-08 20:00:00
2022-08-08 18:00:00,23.0,23.0,5.0,353.1,0.2,100,0.0,<1,1,N,1,CLEAR,1,loc2,2022-08-09 02:00:00
2022-08-09 00:00:00,24.9,23.4,2.1,140.8,0.9,92,5.0,<5,4,SE,1,CLEAR,1,loc2,2022-08-09 08:00:00
2022-08-09 06:00:00,29.4,24.4,5.5,123.6,7.5,75,25.2,>10,4,SE,1,HS,6,loc2,2022-08-09 14:00:00
2022-08-09 12:00:00,23.8,23.6,4.2,359.2,0.0,98,0.8,<1,1,N,FG,FG,4,loc2,2022-08-09 20:00:00
2022-08-09 18:00:00,23.2,22.4,4.4,349.1,0.0,95,2.6,<5,1,N,BR,BR,3,loc2,2022-08-10 02:00:00
2022-08-10 00:00:00,25.3,24.5,2.9,49.8,2.1,95,2.6,<5,2,NE,BR,HR,5,loc2,2022-08-10 08:00:00
2022-08-10 06:00:00,29.7,24.8,8.0,155.2,6.2,75,24.6,>10,4,SE,1,HS,6,loc2,2022-08-10 14:00:00
2022-08-10 12:00:00,24.4,24.1,4.7,333.0,0.0,98,1.1,<5,8,NW,BR,BR,3,loc2,2022-08-10 20:00:00
2022-08-10 18:00:00,24.0,23.5,6.7,19.3,0.0,97,1.7,<5,1,N,BR,BR,3,loc2,2022-08-11 02:00:00
2022-08-11 00:00:00,25.9,24.6,4.3,321.1,0.9,93,4.5,<5,8,NW,1,CLEAR,1,loc2,2022-08-11 08:00:00
2022-08-11 06:00:00,30.6,25.0,9.2,121.8,0.5,72,30.2,>10,4,SE,1,CLEAR,1,loc2,2022-08-11 14:00:00
2022-08-11 12:00:00,25.9,24.3,5.0,56.2,0.0,91,5.7,<7,2,NE,1,CLEAR,1,loc2,2022-08-11 20:00:00
2022-08-11 18:00:00,23.6,23.3,4.0,335.0,0.0,98,1.1,<5,8,NW,BR,BR,3,loc2,2022-08-12 02:00:00
2022-08-12 00:00:00,26.0,24.6,4.7,327.5,nan,92,5.0,<5,8,NW,1,CLEAR,1,loc2,2022-08-12 08:00:00
