valid_time,t2m,d2m,ws,wd_deg,prec,rh,vis,vis_text,wd_web,wd,wv,wx,wx_web,loc,local_time
2022-08-09 06:00:00,27.9,23.8,12.6,138.7,0.1,78,19.6,>10,4,SE,1,CLEAR,1,loc4,2022-08-09 14:00:00
2022-08-09 12:00:00,26.8,23.8,9.9,92.6,0.0,83,12.7,>10,3,E,1,CLEAR,1,loc4,2022-08-09 20:00:00
2022-08-09 18:00:00,25.6,24.4,7.2,71.7,0.0,93,4.1,<5,3,E,1,CLEAR,1,loc4,2022-08-10 02:00:00
2022-08-10 00:00:00,26.2,24.6,9.1,64.9,2.6,91,5.5,<7,2,NE,1,HR,5,loc4,2022-08-10 08:00:00
2022-08-10 06:00:00,28.5,24.3,11.0,142.1,2.0,78,20.1,>10,4,SE,1,HR,5,loc4,2022-08-10 14:00:00
2022-08-10 12:00:00,26.9,24.1,9.0,95.4,0.4,84,11.7,>10,3,E,1,CLEAR,1,loc4,2022-08-10 20:00:00
2022-08-10 18:00:00,25.9,24.7,6.3,43.6,0.0,93,3.9,<5,2,NE,1,CLEAR,1,loc4,2022-08-11 02:00:00
2022-08-11 00:00:00,26.1,24.6,4.4,328.2,0.3,91,5.7,<7,8,NW,1,CLEAR,1,loc4,2022-08-11 08:00:00
2022-08-11 06:00:00,29.4,24.5,13.7,122.3,0.2,75,25.0,>10,4,SE,1,CLEAR,1,loc4,2022-08-11 14:00:00
2022-08-11 12:00:00,28.1,24.0,13.1,128.4,0.1,78,19.4,>10,4,SE,1,CLEAR,1,loc4,2022-08-11 20:00:00
2022-08-11 18:00:00,26.8,24.4,9.4,98.3,0.2,87,9.4,<10,3,E,1,CLEAR,1,loc4,2022-08-12 02:00:00
2022-08-12 00:00:00,26.4,24.9,2.7,301.5,nan,91,5.5,<7,8,NW,1,CLEAR,1,loc4,2022-08-12 08:00:00
